"Marca temporal","¿Cuales son las redes sociales de tu emprendimiento?","¿Cuáles son los iconos para destacadas que deseas diseñar? Son 5 en total.","¿Utilizas paleta de colores?","¿Tenes alguna preferencia en cuanto al diseño? Iconos, dibujos, ilustraciones.."
"2023/06/03 6:26:52 p. m. GMT-3","hunterbestcleaning","Nos gustaría que dejaras los About Us, Q&A, Location (Ubicación), Services (Servicios) y Testimonials (Testimonios)","https://drive.google.com/u/0/open?usp=forms_web&id=1loCv13JEZtGIHNlPM7jkyKtpbSSTQvTx","Si, prefería que fuese un estilo moderno o contemporáneo, ya que se busca que sea una marca de clase. Evitar uso de letra muy cursiva. Está empresa es un negocios de servicios de limpieza a casas, apartamentos y negocios así que la temática podría ir relacionado a eso. "
